2023-04-10 14:23:45.644 [info] Log level: Info
2023-04-10 14:23:45.644 [info] Validating found git in: "git"
2023-04-10 14:23:45.644 [info] Using git "2.25.1" from "git"
2023-04-10 14:23:45.644 [info] > git rev-parse --show-toplevel [38ms]
2023-04-10 14:23:45.644 [info] > git rev-parse --show-toplevel [3ms]
2023-04-10 14:23:45.644 [info] > git rev-parse --show-toplevel [1ms]
2023-04-10 14:23:45.644 [info] > git rev-parse --show-toplevel [2ms]
2023-04-10 14:23:45.644 [info] > git rev-parse --show-toplevel [2ms]
2023-04-10 14:23:45.644 [info] > git rev-parse --show-toplevel [6ms]
2023-04-10 14:23:45.644 [info] > git rev-parse --show-toplevel [2ms]
2023-04-10 14:23:45.644 [info] > git rev-parse --show-toplevel [43ms]
2023-04-10 14:23:45.644 [info] > git rev-parse --show-toplevel [4ms]
2023-04-10 14:24:01.806 [info] > git rev-parse --show-toplevel [3ms]
2023-04-10 14:25:58.009 [info] > git rev-parse --show-toplevel [3ms]
2023-04-10 14:26:10.644 [info] > git rev-parse --show-toplevel [4ms]
2023-04-10 14:26:14.062 [info] > git rev-parse --show-toplevel [2ms]
2023-04-10 14:26:21.332 [info] > git rev-parse --show-toplevel [4ms]
2023-04-10 14:26:28.488 [info] > git rev-parse --show-toplevel [4ms]
2023-04-10 14:29:27.373 [info] > git rev-parse --show-toplevel [3ms]
2023-04-10 14:31:21.037 [info] > git rev-parse --show-toplevel [3ms]
2023-04-10 14:32:15.088 [info] > git rev-parse --show-toplevel [2ms]
2023-04-10 14:33:16.545 [info] > git rev-parse --show-toplevel [2ms]
2023-04-10 14:33:18.302 [info] > git rev-parse --show-toplevel [3ms]
